datetime,open,high,low,close,volume
2022-02-01 09:30:00,201.60001,201.96001,197.965,200.62,14415125
2022-02-01 10:30:00,200.63,203.03,200.62,202.57001,6558290
2022-02-01 11:30:00,202.57001,203.015,201.86,202.14999,4933021
2022-02-01 12:30:00,202.14,202.73891,201.27,202.66,3024832
2022-02-01 13:30:00,202.66,202.67,201.17,201.78,3016809
2022-02-01 14:30:00,201.78999,202.83,201.61,202.77,3754646
2022-02-01 15:30:00,202.78,203.57001,202.49001,203.23,5084796
2022-02-02 09:30:00,203.62,203.89999,200.27,200.38,13062992
2022-02-02 10:30:00,200.38,201.59,199.60001,200.38,6828880
2022-02-02 11:30:00,200.37,201.34,199.28999,200.91,4683462
2022-02-02 12:30:00,200.92,201.64,200.61,200.9501,2876781
2022-02-02 13:30:00,200.95,201.77,200.64,201.08,2442395
2022-02-02 14:30:00,201.09,201.89,200.96001,201.19,3768707
2022-02-02 15:30:00,201.17999,201.67,200.75,201.3,4446629
2022-02-03 09:30:00,198.75,201.24001,198.46001,200.53,11550759
2022-02-03 10:30:00,200.55,200.99001,199.435,199.69,5174188
2022-02-03 11:30:00,199.67999,199.99001,198.27,198.53,4170094
2022-02-03 12:30:00,198.495,199.08,197.92999,198.84,4018675
2022-02-03 13:30:00,198.85001,199.34,198.44,198.57001,2998951
2022-02-03 14:30:00,198.59,198.64,197.48,198.14,4255644
2022-02-03 15:30:00,198.14,198.14999,197.05,197.49001,4444378
2022-02-04 09:30:00,197.03999,197.74001,195.49001,196.53999,9923579
2022-02-04 10:30:00,196.78999,197.14,194.92,195.99001,4592305
2022-02-04 11:30:00,195.96001,197.00999,195.73,196.75,3540250
2022-02-04 12:30:00,196.78999,198.42999,196.42999,198.33,2664854
2022-02-04 13:30:00,198.33,198.99001,198.06,198.50999,3401337
2022-02-04 14:30:00,198.5,199.92,198.42,199.55,3747928
2022-02-04 15:30:00,199.56,200.10001,198.32001,198.44,3606240
2022-02-07 09:30:00,198.67999,200.709,198.53,199.425,7432564
2022-02-07 10:30:00,199.42,200.33,199.08501,199.64,3315298
2022-02-07 11:30:00,199.67,199.765,197.99001,198.66,3188737
2022-02-07 12:30:00,198.64999,199.98,198.42999,199.75999,2592161
2022-02-07 13:30:00,199.755,200.38,199.60001,200.37,2568187
2022-02-07 14:30:00,200.38,201.16,200.23,200.37,3639014
2022-02-07 15:30:00,200.37,200.61,199.07001,199.48,5014011
2022-02-08 09:30:00,199.84,201.03999,199.36,200.28,6453614
2022-02-08 10:30:00,200.28729,202.05,200.09,201.61,3690580
2022-02-08 11:30:00,201.62,202.36,201.58,202.12,3638237
2022-02-08 12:30:00,202.12,202.66859,201.95,202.16,2053371
2022-02-08 13:30:00,202.17,202.675,201.56,201.60001,1859447
2022-02-08 14:30:00,201.61,202.48,201.22079,202.33,3135562
2022-02-08 15:30:00,202.35001,203.12,202.28,202.74001,3837118
2022-02-09 09:30:00,204.78999,205.965,204.66,205.73,7859391
2022-02-09 10:30:00,205.74001,206.0,205.14,205.63,4596283
2022-02-09 11:30:00,205.61,205.96001,204.995,205.2916,2811011
2022-02-09 12:30:00,205.24001,205.98,205.14999,205.83,2137923
2022-02-09 13:30:00,205.83,206.32001,205.64999,206.27,2120623
2022-02-09 14:30:00,206.27,206.42,205.57001,205.98,3380164
2022-02-09 15:30:00,205.98,206.64999,205.72,206.63,3133743
2022-02-10 09:30:00,202.89999,207.67999,202.84,207.52,10360181
2022-02-10 10:30:00,207.53,208.59801,206.78999,207.23,6503212
2022-02-10 11:30:00,207.21001,208.89,206.67999,208.8252,3122996
2022-02-10 12:30:00,208.83,209.05,205.66,205.78,5806589
2022-02-10 13:30:00,205.78,206.00999,203.86501,204.74001,5064129
2022-02-10 14:30:00,204.75999,205.12,203.13,203.35001,5454336
2022-02-10 15:30:00,203.34,203.75999,202.12,203.52,5731485
2022-02-11 09:30:00,203.64999,205.82001,203.31,205.50999,7007399
2022-02-11 10:30:00,205.52,206.06,204.28999,204.83,3977595
2022-02-11 11:30:00,204.84,205.12,203.87,204.59,3174450
2022-02-11 12:30:00,204.60001,204.84,203.25999,203.28999,2995246
2022-02-11 13:30:00,203.28999,203.32001,200.06,200.92999,10544215
2022-02-11 14:30:00,200.99001,201.98,199.69,201.13,7107193
2022-02-11 15:30:00,201.13,202.05,200.28,201.27,5225559
2022-02-14 09:30:00,201.63,203.53,200.91,201.37,9702765
2022-02-14 10:30:00,201.36,202.83,200.09,202.64,4590860
2022-02-14 11:30:00,202.66,202.84,201.53,201.96001,2963637
2022-02-14 12:30:00,201.98,202.27,201.13,201.3,1926456
2022-02-14 13:30:00,201.28999,201.35001,199.24001,200.8,4571018
2022-02-14 14:30:00,200.78,201.46001,200.08,201.03,3598903
2022-02-14 15:30:00,201.03999,201.7,200.16,200.69,3327599
2022-02-15 09:30:00,202.78,204.95,202.63,203.67,7346556
2022-02-15 10:30:00,203.69,204.57899,203.64,204.25999,2937084
2022-02-15 11:30:00,204.42999,205.52,204.28,204.85001,2784738
2022-02-15 12:30:00,204.85001,205.48,204.11,205.44,2394509
2022-02-15 13:30:00,205.46001,206.08,205.34,205.78,2429277
2022-02-15 14:30:00,205.78,206.05,205.34,205.795,2764152
2022-02-15 15:30:00,205.81,206.30499,205.02,206.06,3412195
