datetime,open,high,low,close,volume
2022-01-31 18:00:00,1.12292,1.12306,1.1221,1.12242,1122
2022-01-31 19:00:00,1.12243,1.12285,1.12216,1.12264,1074
2022-01-31 20:00:00,1.12266,1.12329,1.12256,1.12326,774
2022-01-31 21:00:00,1.12328,1.12339,1.12261,1.12332,1459
2022-01-31 22:00:00,1.12334,1.12449,1.12332,1.12432,1109
2022-01-31 23:00:00,1.12431,1.12453,1.12395,1.12402,863
2022-02-01 00:00:00,1.12404,1.12426,1.12344,1.12348,977
2022-02-01 01:00:00,1.1235,1.12682,1.1235,1.12664,3653
2022-02-01 02:00:00,1.12666,1.12696,1.12519,1.12576,4519
2022-02-01 03:00:00,1.12574,1.12674,1.12536,1.12612,4887
2022-02-01 04:00:00,1.12614,1.12674,1.12554,1.12622,3092
2022-02-01 05:00:00,1.12621,1.12789,1.12593,1.12732,3923
2022-02-01 06:00:00,1.12734,1.12739,1.12576,1.12614,3413
2022-02-01 07:00:00,1.12616,1.12684,1.12534,1.12658,4862
2022-02-01 08:00:00,1.12658,1.12744,1.126,1.12638,5648
2022-02-01 09:00:00,1.12636,1.1266,1.12454,1.12475,9448
2022-02-01 10:00:00,1.12474,1.12542,1.12344,1.12392,5011
2022-02-01 11:00:00,1.1239,1.12494,1.1236,1.1245,2705
2022-02-01 12:00:00,1.1245,1.12502,1.12431,1.12487,1616
2022-02-01 13:00:00,1.12488,1.12576,1.12431,1.1253,2147
2022-02-01 14:00:00,1.12531,1.12705,1.1252,1.12688,2091
2022-02-01 15:00:00,1.12686,1.12738,1.1266,1.12736,640
2022-02-01 16:00:00,1.12712,1.12732,1.127,1.12706,107
2022-02-01 17:00:00,1.12698,1.12738,1.12694,1.12732,487
2022-02-01 18:00:00,1.12734,1.12748,1.12684,1.12712,602
2022-02-01 19:00:00,1.1271,1.12769,1.12708,1.12766,838
2022-02-01 20:00:00,1.12764,1.12782,1.1275,1.12778,718
2022-02-01 21:00:00,1.12776,1.12776,1.12707,1.12708,879
2022-02-01 22:00:00,1.1271,1.12758,1.12708,1.12746,399
2022-02-01 23:00:00,1.12747,1.12758,1.1271,1.12732,595
2022-02-02 00:00:00,1.1273,1.12746,1.12668,1.12693,935
2022-02-02 01:00:00,1.12694,1.12843,1.12682,1.12816,2246
2022-02-02 02:00:00,1.12813,1.12944,1.12797,1.12896,4611
2022-02-02 03:00:00,1.12897,1.12945,1.12785,1.12933,4122
2022-02-02 04:00:00,1.12934,1.13144,1.129,1.13088,4521
2022-02-02 05:00:00,1.1309,1.13202,1.13056,1.13162,3890
2022-02-02 06:00:00,1.13164,1.13288,1.13143,1.13248,3501
2022-02-02 07:00:00,1.13251,1.13304,1.1311,1.13114,5622
2022-02-02 08:00:00,1.13115,1.13213,1.13032,1.1305,5951
2022-02-02 09:00:00,1.13047,1.131,1.12926,1.12968,6308
2022-02-02 10:00:00,1.12968,1.1302,1.12928,1.12994,3328
