datetime,open,high,low,close,volume
2022-05-01 00:00:00,2726.37,2747.55,2716.79,2737.94,7758.20388388
2022-04-30 23:00:00,2781.96,2786.35,2716.4,2726.59,25350.99512536
2022-04-30 22:00:00,2795.67,2797.8,2780.32,2781.83,4232.37625081
2022-04-30 21:00:00,2790.43,2800.83,2786.0,2795.7,3021.42389535
2022-04-30 20:00:00,2806.42,2808.0,2786.13,2790.0,2559.12236425
2022-04-30 19:00:00,2794.5,2810.98,2788.98,2806.47,3664.00820645
2022-04-30 18:00:00,2786.36,2795.25,2775.41,2794.5,4120.60002701
2022-04-30 17:00:00,2801.87,2804.95,2780.83,2786.18,4549.68455569
2022-04-30 16:00:00,2815.88,2822.27,2798.72,2801.88,3322.01766213
2022-04-30 15:00:00,2782.91,2823.79,2768.64,2815.74,6353.69685511
2022-04-30 14:00:00,2821.07,2824.74,2778.44,2782.63,7405.29365025
2022-04-30 13:00:00,2824.81,2830.79,2814.13,2821.23,3359.47665887
2022-04-30 12:00:00,2831.11,2837.39,2821.17,2824.83,2276.10325935
2022-04-30 11:00:00,2830.38,2836.6,2829.41,2831.11,1900.87999061
2022-04-30 10:00:00,2833.83,2841.06,2829.51,2830.38,2394.551916
2022-04-30 09:00:00,2822.72,2835.26,2817.76,2833.83,2353.56185546
2022-04-30 08:00:00,2830.21,2833.81,2820.61,2822.72,1636.72672774
2022-04-30 07:00:00,2832.15,2833.74,2822.42,2830.2,1583.59107073
2022-04-30 06:00:00,2836.95,2839.98,2825.15,2832.14,1532.24644666
2022-04-30 05:00:00,2821.8,2842.08,2818.0,2836.6,2156.7300508
2022-04-30 04:00:00,2819.02,2824.39,2809.33,2821.79,2038.133431
2022-04-30 03:00:00,2825.58,2826.42,2810.4,2819.05,2683.65878088
2022-04-30 02:00:00,2826.07,2838.27,2821.97,2825.6,3830.82081264
2022-04-30 01:00:00,2826.0,2834.53,2821.13,2826.07,2791.71598419
2022-04-30 00:00:00,2816.77,2829.43,2811.42,2826.09,3014.30470337
2022-04-29 23:00:00,2819.31,2823.28,2808.39,2816.94,2555.21997705
2022-04-29 22:00:00,2808.25,2822.81,2793.28,2819.39,5557.02793757
2022-04-29 21:00:00,2807.28,2818.13,2800.9,2808.25,4332.38111452
2022-04-29 20:00:00,2792.08,2814.84,2787.6,2807.2,7293.13952234
2022-04-29 19:00:00,2815.78,2820.83,2775.51,2792.44,24538.24696129
2022-04-29 18:00:00,2823.05,2830.87,2800.0,2815.9,8810.17377272
2022-04-29 17:00:00,2814.69,2836.27,2804.84,2823.0,8955.6194388
2022-04-29 16:00:00,2855.66,2856.71,2807.15,2814.62,18177.70521583
2022-04-29 15:00:00,2858.96,2867.43,2844.26,2855.68,17136.67655058
2022-04-29 14:00:00,2878.5,2883.41,2842.78,2858.98,20874.92521168
2022-04-29 13:00:00,2859.32,2885.8,2843.68,2879.32,14108.07807063
2022-04-29 12:00:00,2843.16,2875.19,2831.82,2859.37,6405.27535626
2022-04-29 11:00:00,2862.22,2868.66,2833.41,2843.22,5281.51601489
2022-04-29 10:00:00,2879.39,2889.27,2852.47,2862.32,4341.39990815
2022-04-29 09:00:00,2905.56,2905.56,2874.48,2879.37,4628.53356073
2022-04-29 08:00:00,2925.44,2927.86,2904.0,2905.3,2285.23919156
2022-04-29 07:00:00,2920.42,2929.89,2913.82,2925.75,2880.73984147
2022-04-29 06:00:00,2920.17,2927.89,2907.55,2920.39,5039.19527516
2022-04-29 05:00:00,2918.49,2936.33,2918.02,2920.07,6383.03862361
2022-04-29 04:00:00,2925.93,2926.71,2907.76,2918.5,6875.12866039
2022-04-29 03:00:00,2909.65,2926.88,2903.05,2925.98,4079.43656716
2022-04-29 02:00:00,2930.51,2935.56,2904.14,2909.86,10206.56339711
2022-04-29 01:00:00,2943.07,2944.23,2926.54,2930.54,7319.85603605
2022-04-29 00:00:00,2935.97,2946.68,2924.51,2943.21,6324.05857227
2022-04-28 23:00:00,2928.72,2941.39,2922.04,2935.91,3523.96726733
2022-04-28 22:00:00,2935.91,2938.13,2911.16,2928.63,5152.52001186
2022-04-28 21:00:00,2948.3,2956.2,2920.96,2935.91,3962.00402433
2022-04-28 20:00:00,2947.72,2970.54,2928.86,2947.98,8828.43659703
2022-04-28 19:00:00,2963.64,2978.68,2942.6,2947.63,9412.04320106
2022-04-28 18:00:00,2972.13,2980.36,2958.33,2963.81,10598.18076384
2022-04-28 17:00:00,2934.95,2972.85,2927.7,2972.12,10776.13384525
2022-04-28 16:00:00,2889.37,2939.86,2875.0,2934.92,12356.38448761
2022-04-28 15:00:00,2879.32,2946.11,2865.98,2889.56,15593.99712245
2022-04-28 14:00:00,2870.42,2887.87,2853.83,2879.01,10460.56719557
2022-04-28 13:00:00,2914.82,2917.14,2867.53,2870.48,15899.73213882
2022-04-28 12:00:00,2929.13,2936.69,2907.43,2914.82,5568.00447204
2022-04-28 11:00:00,2930.43,2938.1,2924.96,2929.09,3079.28169779
2022-04-28 10:00:00,2940.97,2942.95,2923.27,2930.43,3179.00681179
2022-04-28 09:00:00,2932.23,2948.65,2930.55,2940.95,5472.68427512
2022-04-28 08:00:00,2900.95,2945.66,2900.52,2932.26,9951.49312593
2022-04-28 07:00:00,2886.53,2938.07,2880.37,2900.98,5086.57832926
2022-04-28 06:00:00,2883.0,2892.05,2877.93,2886.53,1662.90580514
2022-04-28 05:00:00,2892.76,2895.99,2874.79,2883.0,2527.40209384
2022-04-28 04:00:00,2884.8,2894.83,2879.9,2892.91,2631.45244571
2022-04-28 03:00:00,2897.36,2901.36,2882.61,2884.62,3338.79774564
2022-04-28 02:00:00,2877.52,2901.23,2873.04,2897.4,3080.50355
2022-04-28 01:00:00,2895.31,2918.01,2870.22,2877.52,9855.48170853
2022-04-28 00:00:00,2889.78,2900.7,2880.99,2895.44,5063.45400532
2022-04-27 23:00:00,2875.91,2897.45,2874.06,2889.78,2997.78572566
2022-04-27 22:00:00,2888.15,2892.98,2873.16,2875.97,3754.18136269
2022-04-27 21:00:00,2865.98,2900.0,2862.96,2887.82,3856.64194707
2022-04-27 20:00:00,2852.74,2884.07,2850.28,2865.92,6087.79566141
2022-04-27 19:00:00,2848.82,2861.0,2838.49,2852.79,12672.27535196
2022-04-27 18:00:00,2872.96,2878.21,2845.48,2848.65,7400.47459559
2022-04-27 17:00:00,2881.86,2888.69,2857.9,2872.96,9658.28365303
2022-04-27 16:00:00,2864.81,2895.94,2854.48,2881.45,9762.13337514
2022-04-27 15:00:00,2842.64,2875.0,2834.89,2865.02,12416.26533215
2022-04-27 14:00:00,2905.93,2910.75,2821.11,2842.47,23328.83548979
2022-04-27 13:00:00,2866.92,2920.0,2855.92,2905.42,9041.49637339
2022-04-27 12:00:00,2885.47,2896.77,2863.66,2867.17,9206.41613412
2022-04-27 11:00:00,2898.0,2898.83,2860.23,2885.3,4104.28887901
2022-04-27 10:00:00,2900.41,2905.07,2888.58,2897.92,2683.69420278
2022-04-27 09:00:00,2886.5,2906.92,2875.0,2900.63,3922.15967673
2022-04-27 08:00:00,2888.88,2915.03,2867.24,2886.02,6456.26489494
2022-04-27 07:00:00,2870.19,2888.88,2866.85,2887.28,13848.26217635
2022-04-27 06:00:00,2845.31,2875.99,2843.31,2870.19,7371.28824727
2022-04-27 05:00:00,2843.03,2858.61,2841.13,2845.15,1887.46188128
2022-04-27 04:00:00,2836.23,2849.83,2831.86,2842.79,2251.05782323
2022-04-27 03:00:00,2837.48,2844.76,2828.72,2836.07,2859.45317808
2022-04-27 02:00:00,2837.73,2841.39,2829.7,2837.75,3900.55418213
2022-04-27 01:00:00,2815.62,2838.99,2814.11,2837.69,6332.83639367
2022-04-27 00:00:00,2809.5,2825.22,2794.23,2815.43,6982.81108062
2022-04-26 23:00:00,2821.37,2824.73,2766.77,2809.26,11587.42658482
2022-04-26 22:00:00,2841.74,2847.03,2819.21,2821.38,5423.96246556
2022-04-26 21:00:00,2829.3,2848.47,2820.48,2841.06,4406.04701577
2022-04-26 20:00:00,2838.8,2854.98,2796.96,2829.2,25618.72490125
2022-04-26 19:00:00,2856.85,2862.36,2810.1,2838.8,14024.94815596
2022-04-26 18:00:00,2860.14,2868.24,2845.45,2856.84,10120.65567322
2022-04-26 17:00:00,2882.3,2882.88,2843.28,2859.91,20153.86347779
2022-04-26 16:00:00,2858.41,2886.0,2836.45,2882.31,17962.46339884
2022-04-26 15:00:00,2896.03,2908.62,2853.0,2858.68,13646.28783801
2022-04-26 14:00:00,2942.32,2944.97,2892.45,2896.03,15755.00152287
2022-04-26 13:00:00,2978.72,2985.24,2941.16,2942.7,13313.20541016
2022-04-26 12:00:00,3003.56,3012.35,2973.97,2978.79,4791.12732308
2022-04-26 11:00:00,2994.24,3010.5,2985.68,3003.56,2603.80386373
2022-04-26 10:00:00,2994.78,3001.92,2991.33,2994.24,1712.67127397
2022-04-26 09:00:00,3000.74,3002.29,2989.96,2995.18,2065.54256167
2022-04-26 08:00:00,3003.76,3021.17,2993.44,3000.75,2835.55646954
2022-04-26 07:00:00,2995.9,3010.41,2978.9,3004.0,3376.80844536
2022-04-26 06:00:00,3005.08,3007.36,2991.3,2995.77,3311.31979537
2022-04-26 05:00:00,3006.55,3013.99,3001.66,3005.09,2215.16310586
2022-04-26 04:00:00,3001.75,3012.49,2996.3,3006.53,2180.97719138
2022-04-26 03:00:00,2998.48,3005.81,2996.65,3001.63,2458.59286544
2022-04-26 02:00:00,3003.32,3007.42,2986.27,2998.55,3144.90804541
2022-04-26 01:00:00,3011.18,3016.84,3002.32,3003.33,3150.27142464
2022-04-26 00:00:00,3007.24,3038.6,3006.16,3011.19,5308.10304403
2022-04-25 23:00:00,3009.9,3020.0,3004.34,3007.22,3542.35912166
2022-04-25 22:00:00,3008.33,3025.77,3003.84,3009.72,4398.13435607
